Year,Country,SolarEnergy,WindEnergy,HydroEnergy,OtherRenewableEnergy,TotalRenewableEnergy
2000,USA,437.0861069626262,1435.928598332891,1544.3897010793887,319.3963178886665,3736.8007242635726
2001,USA,240.41677639819287,402.79287643706346,398.7421406859391,439.7792655987208,1481.7310591199162
2002,USA,641.0035105688879,1120.4943511348592,334.99364030286415,486.45943347289744,2582.950935479509
2003,USA,849.1983767203795,476.040843881759,609.1024442520711,132.53202943404523,2066.873694288255
2004,USA,373.8180186635839,882.1833611219092,1034.3065316915968,181.05311308911885,2471.361024566209
2005,USA,650.6676052501415,381.34201884765434,796.6459025098709,214.86282948216126,2043.518356089828
2006,USA,510.4629857953323,1220.7287498109176,639.4454296692115,281.4054972861252,2652.0426625615864
2007,USA,633.1731119758382,260.38553653599706,1332.8262482324453,126.73585565928119,2353.1207524035617
2008,USA,158.54643368675156,1433.5511984293332,1941.574456226751,413.7788066524075,3947.4508949952433
2009,USA,374.15239225603364,326.973748208299,1463.1961450706667,248.06862218282058,2412.39090771782
2010,USA,209.83441136030095,843.7299831446512,358.4604858958713,459.1941809354519,1871.2190613362752
2011,USA,332.9019834400152,1061.2789696601767,829.9088293519986,284.0306095300149,2508.120391982205
2012,USA,592.0392514089517,440.3107921831852,1948.2938671997495,398.80977051250153,3379.453681304388
2013,USA,945.5490474077702,1363.2755555559436,1316.4299639788446,464.84340576040256,4090.097972702961
2014,USA,179.64325184672754,454.77772114488874,376.8863911479147,196.39864884346895,1207.706012983
2015,USA,449.8095607205338,552.7537413060647,1708.85376555828,210.53899701211517,2921.9560645969937
2016,USA,352.84105871864267,905.504908105723,539.5711824570965,410.98864133931784,2208.90579062078
2017,USA,167.09557931179376,1482.9530175806724,1612.8161078043177,139.4220566903776,3402.2867613871613
2018,USA,104.96990541124217,1260.0998569912845,1501.657484540949,378.0532256184443,3244.78047256192
2019,USA,794.1433120173511,296.2580472543175,909.3917385252635,102.14107678630837,2101.9341745832407
2020,USA,876.7930832880342,1010.2875648758253,862.5266422495037,78.60125762871064,2828.2085480420737
2021,USA,379.88408954409596,622.7383186347711,1540.3305031747088,336.9008621098459,2879.853773463422
2022,USA,898.4914683186939,813.8794027105341,503.3102180951129,370.9601542503477,2586.6412433746887
2023,USA,784.7065437552077,929.6603568403451,1610.6442059227536,272.20801836397584,3597.2191248822824
2000,China,570.4595464437946,755.8033238661145,343.2125154649618,98.551142146987,1768.026527921858
2001,China,128.28626711806083,1027.3335346429144,834.4051678297553,278.85681102411627,2268.881780614847
2002,China,916.8098265334837,524.0798978935375,997.6509691605705,389.9980123443719,2828.5387059319637
2003,China,305.9183489424602,300.07388277743087,792.5774699534056,122.54957926430198,1521.1192809375987
2004,China,936.7278871083157,1250.556493433742,1376.7863860677198,442.15726558447295,4006.2280321942503
2005,China,823.304869209203,442.5410765518466,1817.3502974329622,292.7040088620428,3375.900252056055
2006,China,826.6961396476563,1364.9186899005413,840.6059074521686,99.52336603745454,3131.744103037821
2007,China,305.1416462877475,755.2401252141332,1690.6251020682382,437.32876246535454,3188.3356360354733
2008,China,106.25691747807163,863.9714933508354,1009.5987053529243,149.9485147118286,2129.77563089366
2009,China,207.87883060031453,638.8997228247163,1902.9464966512826,195.44131940933985,2945.1663694856534
2010,China,566.9115595690295,1113.9246465637311,918.1703240447997,487.3019372244323,3086.308467401993
2011,China,966.2025654479002,527.3169845729734,1145.3224600170552,185.39523941754635,2824.237249455475
2012,China,356.35644493972086,247.95303156089264,1336.2593677658247,276.2055604529877,2216.774404719426
2013,China,146.33087612499043,562.2404035075949,1844.0520061433112,157.8028508001376,2710.4261365760344
2014,China,230.40538488210078,836.2885883608319,1975.6057719880212,158.92487218017519,3201.2246174111287
2015,China,704.9219926652906,1190.1054999273329,703.9838247870794,377.6973568753368,2976.7086742550396
2016,China,431.0048194473279,1021.9975797716534,1377.000508293521,291.0986078336413,3121.1015153461435
2017,China,181.26079304896746,1285.8932442660093,845.326110451951,133.9333296799344,2446.4134774468625
2018,China,136.6976273992875,968.1608261447144,1451.85941513188,57.46452301753527,2614.182391693417
2019,China,560.8837524693529,494.44450775731934,1396.7937436960647,128.46489305224617,2580.586896974983
2020,China,721.8439642922193,702.7559501906986,1892.4409808524488,111.88442486569696,3428.9253202010636
2021,China,406.95971594523263,347.5155776127658,1871.9791510735567,444.80270902144144,3071.2571536529963
2022,China,332.14746494364005,1057.9792598444328,1689.2777403420669,299.84036521975804,3379.2448303498977
2023,China,576.6855205204058,514.4079781705872,458.2747052700287,453.747091078997,2003.1152950400187
2000,India,910.3762514469975,1023.0318944552483,876.3506447827912,207.1443085756974,3016.9030992607345
2001,India,753.3601109832155,1366.2433379383501,1808.0469212506994,400.9439956359307,4328.594365808196
2002,India,677.828481538859,309.3819544935635,574.7688139608434,454.34938483718565,2016.3286348304516
2003,India,645.7861536936309,211.95616710161855,472.5016228722546,348.5757960986251,1678.8197397661293
2004,India,104.55542546159681,409.0504668427483,1232.8474419231964,361.35283896171194,2107.806173189253
2005,India,686.7651335523404,491.5501022987277,1510.704676290811,156.76208937356003,2845.7820015154393
2006,India,392.859728343341,1170.4388266534315,1404.375928380265,432.1505347223801,3399.8250180994173
2007,India,691.851603070309,938.8011843361131,459.24710530775724,215.4721113767451,2305.3720040909243
2008,India,338.6821309135529,517.1865363928086,1954.1179430791574,226.89397610004218,3036.880586485561
2009,India,902.841899659402,1020.4802137964417,1651.1792160208024,276.18669189733646,3850.6880213739823
2010,India,619.2134961637232,840.273001964523,631.9130792566757,375.1034518676774,2466.5030292525994
2011,India,352.6951261967702,231.61075636088998,1397.3029030421853,129.699805733172,2111.3085913330174
2012,India,946.4127259176229,1440.1071501033637,1855.2694633747624,216.57141511494999,4458.360754510699
2013,India,113.91095487598068,1406.814131364043,1027.9130521394345,484.9946685696513,3033.6328069491096
2014,India,967.2579793803276,1308.9122921075682,800.5631165182956,223.29397787086637,3300.027365877058
2015,India,866.0230043651712,611.9986067031609,588.1376693663572,300.56056810625756,2366.7198485409467
2016,India,942.5392967447028,1104.838735677465,1269.1039891519204,93.72942219684583,3410.2114437709342
2017,India,653.5065040292527,1487.0700051355423,538.1428259020909,283.24834356368154,2961.967678630567
2018,India,889.6357647351599,1162.9992030804658,1484.9267596919556,366.11783779419915,3903.6795653017803
2019,India,423.54203609777966,581.6693975438413,1675.9139643134731,414.55102760563136,3095.676425560725
2020,India,880.3650867220933,1387.2127183234127,1169.2820780635943,275.68233260923984,3712.5422157183402
2021,India,818.4656610700977,1044.9531100110949,1493.3436913380956,408.10670124624545,3764.8691636655335
2022,India,901.0048076358097,639.3937039069965,938.4910194879049,92.29187292839106,2571.181403959102
2023,India,620.4521268965566,246.7249559357647,1091.5166308251823,294.1900856184095,2252.883799275913
2000,Germany,357.88712691545595,968.083238739714,351.850424896384,66.80668493714649,1744.6274754887006
2001,Germany,840.3405045936925,668.2478338346418,516.0028715082042,285.00946702466194,2309.6006769612004
2002,Germany,792.9941977887497,480.5673357458961,1358.9138088923005,88.4063592471956,2720.8817016741423
2003,Germany,146.51354905174693,890.7610210385924,1219.079706737181,336.84345567419297,2593.1977325017133
2004,Germany,753.4822003503954,1468.607703301295,1177.710592112032,195.3304128235607,3595.130908587283
2005,Germany,815.6675752918333,552.0819266406966,1046.2514151995815,85.30537160401968,2499.306288736131
2006,Germany,122.81566907391176,1451.4429390813025,1721.1662048707499,363.18839274216407,3658.613205768128
2007,Germany,468.0576499728429,425.2826160920995,565.9429725408463,162.60930417406792,1621.8925427798567
2008,Germany,594.3039982355084,1128.9746995100809,1422.3355404201432,175.97025362567427,3321.584491791407
2009,Germany,959.3787525968747,1159.265991704499,1242.4018892693812,325.2743358054585,3686.3209693762133
2010,Germany,477.6400561850109,522.0502863515047,905.1535537071447,391.0307497089661,2295.8746459526265
2011,Germany,112.95413976678029,350.8944326589911,378.20449143697965,68.32796104353656,910.3810249062876
2012,Germany,869.9145256099065,1114.7552171940308,1106.095509448453,94.02537229295066,3184.790624545341
2013,Germany,542.4542876051491,815.5133020147354,594.4431788470258,245.23324215708786,2197.6440106239984
2014,Germany,458.6542609576361,1000.6051274678814,1379.6592064749946,70.38680439742004,2909.305399297932
2015,Germany,437.15135316382407,1013.6178904285073,1155.331639586149,435.42042853474504,3041.5213117132253
2016,Germany,692.8242684570505,411.8147552058586,419.96687058073076,339.088675192842,1863.6945694364817
2017,Germany,123.86017948745963,961.5082556555022,1898.391410422428,308.96338004414554,3292.7232256095353
2018,Germany,449.3529335858697,1036.2746839750591,1079.029913835578,295.5275551921707,2860.1850865886777
2019,Germany,947.3183278988727,701.9334291410065,1934.023958500654,457.4077888802287,4040.683504420762
2020,Germany,276.2120213103668,290.16969113771506,471.32260234162527,58.19982154319737,1095.9041363329045
2021,Germany,184.99866468033554,1087.908805441264,421.0207023823893,193.5390336321926,1887.4672061361814
2022,Germany,860.3877798725091,230.25351645657364,1684.596420401191,176.83464864802997,2952.072365378304
2023,Germany,206.34834485949062,1105.758314973396,1369.2028395258028,444.86240608717384,3126.171905445863
2000,UK,761.5639394234972,1244.5252095003032,779.458773371221,129.84779470087528,2915.3957169958967
2001,UK,775.5532764767725,1248.8851610474433,1983.8587414011447,235.6779546101419,4243.975133535502
2002,UK,434.81627721350486,1209.336848964596,879.3660184301303,468.84079652160415,2992.3599411298355
2003,UK,872.5714766587106,757.6922355875239,1576.4808152455455,389.5442933381071,3596.2888208298873
2004,UK,192.81148195233936,1373.3187786834367,1158.929033161357,421.90585974848375,3146.965153545617
2005,UK,388.0446409275506,1364.1801970450606,961.6428538480773,54.87694316613426,2768.744634986823
2006,UK,914.8437787773373,318.67267982197365,842.8331839037053,477.5278851728622,2553.8775276758784
2007,UK,955.5464322438005,945.4692545602719,1374.1232606886588,251.8004848902439,3526.9394323829747
2008,UK,363.8896945282581,627.2639089808907,1443.2813753309654,388.568538246956,2823.00351708707
2009,UK,812.4211393532637,1226.50358563292,455.0503751827736,272.48913711616166,2766.464237285119
2010,UK,151.80288401497984,914.3875470208562,1050.601852334741,449.4668822412349,2566.259165611812
2011,UK,415.82351129687083,352.1871213558876,543.0858594898209,392.6797842728625,1703.7762764154418
2012,UK,656.396256984635,331.4594789596273,442.9815703954956,365.436109156604,1796.273415496362
2013,UK,165.48670572777417,1268.418077077463,1500.6117861660437,86.6069512888549,3021.1235202601356
2014,UK,176.35394267667272,1482.6314520515282,936.2603527854045,216.7889661801009,2812.034713693706
2015,UK,831.5196105317523,1431.4231505990163,1976.2018084988806,389.0201833665237,4628.164752996172
2016,UK,438.6336269778242,308.5509317082694,1621.1497570766426,301.2819123811123,2669.6162281438483
2017,UK,481.79980832227864,1378.2607006231567,489.03571992045727,271.6812969308866,2620.777525796779
2018,UK,110.21828029067716,809.2588345923641,395.7155686591235,103.46806232063236,1418.660745862797
2019,UK,205.7736220993944,1043.9733927508828,1568.2762947512197,312.5159442937218,3130.5392538952187
2020,UK,965.9552936270877,687.3317533808153,785.7105466791633,440.8696076852571,2879.867201372323
2021,UK,301.2362546675074,1452.1893012727946,320.6626069726878,486.44547201843756,2560.5336349314275
2022,UK,138.8439207555185,1358.4860478074925,1197.0918854467097,496.83415825368513,3191.256012263406
2023,UK,166.41690826185896,920.010569721717,1947.8143105524682,285.39402987656695,3319.635818412611
2000,France,666.4587743217363,1104.4732956800024,1072.7198101052145,332.40113603782856,3176.053016144782
2001,France,625.8828807307902,1371.5054136382857,377.25884658047835,176.43343531650365,2551.080576266058
2002,France,955.3703356689028,1357.3429190581912,1074.616479735712,329.05966901069155,3716.3894034734976
2003,France,349.6430646830194,444.5575076408897,1088.2872883979696,209.00850261172377,2091.496363333603
2004,France,625.2905006657849,301.0550280544803,1956.471173032483,493.7948350158213,3376.6115367685693
2005,France,728.3455426177707,896.9252762473565,826.1969476867572,416.2077588681269,2867.675525420011
2006,France,716.2580552984914,411.4020211483587,1848.5762136395322,420.14175931542604,3396.3780494018083
2007,France,954.8199219627317,1143.435360904868,1342.8058330908427,238.2093663307785,3679.270482289221
2008,France,939.4556350186119,1325.8830563505308,376.871739180522,61.865138523763406,2704.0755690734286
2009,France,438.8170301902446,1253.7193300163829,1978.3694198354056,117.68760099658768,3788.593381038621
2010,France,634.7176438169216,695.158113620328,1948.8544762848255,428.9535154110689,3707.6837491331444
2011,France,854.495834240024,809.3011077334613,1005.1931539740308,173.0331823688178,2842.023278316334
2012,France,150.7379469858344,1324.139089131569,1681.9317155211318,499.87295297875875,3656.681704617294
2013,France,996.9731533665148,922.0612172834157,1607.2786058068677,475.1445784470926,4001.457554903891
2014,France,864.6826516096703,521.552532266157,1065.925030027159,108.12173681817274,2560.2819507211593
2015,France,958.6459245328501,988.027024786144,688.6927693558866,352.26530798263553,2987.631026657516
2016,France,656.3154164121063,665.6115334426927,493.0479067393693,352.20793801675984,2167.182794610928
2017,France,568.276930813414,1204.013909256331,1184.2779518903887,433.48167514334307,3390.0504671034773
2018,France,596.716154897037,929.2193629960021,1790.3111245191865,231.56728979557866,3547.8139322078046
2019,France,220.61370560557665,237.41747920734065,1583.7333346451524,329.1392981090591,2370.9038175671285
2020,France,733.6717912893013,476.85340996158396,531.8315084975086,56.545099550546865,1798.9018092989406
2021,France,415.52880292593727,966.892992911023,966.8148766695449,246.86371491067808,2596.1003874171834
2022,France,913.7428250443736,652.7321071302904,1173.7821315716783,402.6438557335144,3142.900919479857
2023,France,456.88850408914317,1008.7127102962355,1766.0183048694669,477.28428064593896,3708.9037999007846
2000,Brazil,232.36613283613414,1404.5639127099428,1136.597698235215,166.20997473453127,2939.7377185158234
2001,Brazil,513.2221806144352,1474.0423478711202,1137.4507597878783,197.9382246293787,3322.653512902812
2002,Brazil,670.0607688850532,512.1893044116509,428.96765778472866,107.99587485979215,1719.2136059412248
2003,Brazil,215.2412550619952,397.47350156598264,536.0061935039972,338.3936351614466,1487.1145852934217
2004,Brazil,263.69207595923035,649.3674683210222,1824.5402968402202,263.28273811829257,3000.882579238765
2005,Brazil,700.8019646689245,424.0158325621188,626.8913319747403,68.39087731991549,1820.100006525699
2006,Brazil,252.0415567649481,562.1674407415462,600.9178232704696,89.91614019067502,1505.042960967639
2007,Brazil,208.5722839905407,799.0123984425435,650.7673212898472,213.92143747163396,1872.2734411945653
2008,Brazil,553.0755437693712,1097.5132772181748,366.83063772986816,409.73467950906917,2427.1541382264836
2009,Brazil,665.110350541817,306.2867415335335,1785.0836609815212,464.3925802393159,3220.8733332961874
2010,Brazil,154.97016386937736,559.9409425913648,1670.5421756482042,386.71686067264625,2772.1701427815924
2011,Brazil,266.0689174207396,472.1541203377234,929.8025747453494,268.0353433359596,1936.0609558397719
2012,Brazil,656.4292943772664,679.5877314407041,1086.3090174263514,386.36192216019043,2808.6879654045124
2013,Brazil,133.01488260153812,528.1680276472271,1512.694296003739,452.8430769592397,2626.7202832117437
2014,Brazil,560.5096979040995,891.7475308449103,482.19241927761925,251.3355650705546,2185.7852130971833
2015,Brazil,579.3555398095209,515.2116547251485,757.7134926139477,219.77787339708019,2072.058560545697
2016,Brazil,118.06407799995372,618.7029152581317,659.4616118941259,197.3738084800616,1593.602413632273
2017,Brazil,207.7859186373261,1357.6854649618635,1309.1071710418828,355.59604361502033,3230.174598256093
2018,Brazil,810.2541147466045,847.9748586077744,447.76448974862024,291.6979438183465,2397.691406921346
2019,Brazil,628.1570062187913,1169.0713164396288,1033.8212285904551,107.4111362580037,2938.460687506879
2020,Brazil,355.398315218852,672.0069853182256,1398.0593102637222,306.85023710101035,2732.3148479018105
2021,Brazil,420.4870533080616,1482.4698234308737,1329.8171929067082,156.7520562811975,3389.526125926841
2022,Brazil,191.60422535836335,398.71688093963166,718.1281382536638,122.30661796680005,1430.755862518459
2023,Brazil,267.9103216461752,570.6237193020013,594.7351120010833,453.5444410818913,1886.813594031151
2000,Canada,172.21037109547797,881.8648064413311,997.6746058824245,492.0703776088729,2543.8201610281067
2001,Canada,200.8350119512471,717.2122787594641,1948.0997365681271,439.47820665229114,3305.6252339311295
2002,Canada,835.3648638543519,535.2736751584218,590.5088985631119,350.88944896599395,2312.0368865418795
2003,Canada,936.4383902148272,923.7917609181087,1271.7415720988297,175.99059214712787,3307.9623153788934
2004,Canada,792.5436398727433,443.1568731247804,850.2547018872142,241.44639737738754,2327.4016122621256
2005,Canada,556.8493408160095,515.1326521396043,495.222602056646,324.7790190987347,1891.9836141109945
2006,Canada,359.7674979162302,955.609687849396,562.4166159661439,266.5130458346679,2144.306847566438
2007,Canada,579.3304892964272,267.37059786915495,872.227272929665,110.48660462253841,1829.4149647177856
2008,Canada,157.037473425491,1486.9483021069288,848.001536457029,414.4435006345857,2906.430812624035
2009,Canada,329.17658928738746,1085.953538891108,1592.3873618124671,318.0374332735299,3325.5549232644926
2010,Canada,524.4185696951425,735.3931883914491,893.076053123092,468.28811491152163,2621.175926121205
2011,Canada,847.5574670089562,1454.5349838664663,511.305279925426,378.8903638416399,3192.2880946424884
2012,Canada,944.506411138934,435.60298601535817,413.04365452352175,383.5042921805266,2176.657343858341
2013,Canada,617.0258018619207,1294.3774097857536,537.6130402646921,407.8702903369506,2856.8865422493172
2014,Canada,281.46458804297004,412.75272572541587,579.251856482688,416.558624104122,1690.027794355196
2015,Canada,698.6774986265801,879.9850521998551,910.0118230099542,444.7402433658987,2933.414617202288
2016,Canada,453.20059668037186,1261.5792713130502,1046.5293445693715,219.62499324120841,2980.934205804002
2017,Canada,516.4118071026458,591.7912364133847,1570.935946299627,276.22417554161564,2955.3631653572734
2018,Canada,308.9914256321356,1369.446945256939,952.6150763344594,294.59878750129485,2925.6522347248288
2019,Canada,915.8248998680923,1011.5093946881897,498.7266692042189,472.92445562606383,2898.9854193865644
2020,Canada,664.9372477642761,635.377299054212,536.7625235277583,407.3113351716332,2244.3884055178796
2021,Canada,658.0654803356622,893.4994195692179,1819.617391186628,404.86874505103884,3776.0510361425468
2022,Canada,236.50739175947606,605.2386881342127,722.4315376845918,384.77583165770466,1948.9534492359853
2023,Canada,130.17919126220144,940.8565903327114,1596.179765759174,444.5445365427872,3111.760083896874
2000,Australia,407.8735738443167,1267.6344960736167,488.0739528238523,430.9035312805332,2594.485554022319
2001,Australia,214.73979609878415,716.4734777284774,1655.4021218252412,117.4628423069482,2704.0782379594507
2002,Australia,306.32625570937734,1138.9283389109862,1524.0621121283264,338.5164347983838,3307.833141547074
2003,Australia,724.55360002039,905.541776351875,728.0584001418197,205.56319707676374,2563.7169735908483
2004,Australia,263.43794512128306,1380.9857297337169,1291.7660511024048,230.38313754363796,3166.572863501043
2005,Australia,515.8052232797195,1431.46834149536,560.6973852973363,313.80342440755874,2821.7743744799745
2006,Australia,555.2998109960195,994.8905060650421,330.78731249542886,442.45575902486814,2323.433388581359
2007,Australia,938.9064542352512,934.6731386659716,1484.3064005907167,465.1247215297831,3823.0107150217227
2008,Australia,736.5147708820588,398.30075578853973,1279.6902122835822,323.0217708722852,2737.527509826466
2009,Australia,481.7176041721474,1157.3775063121398,1888.4239251073252,466.5058308080493,3994.0248663996613
2010,Australia,505.7554342637189,347.20945959298183,1974.2300382359688,427.50413890067034,3254.69907099334
2011,Australia,212.19641308294015,1397.094447402584,1778.823815505618,283.47712570673247,3671.5918016978744
2012,Australia,632.1478921704363,718.7035150311693,393.0947859974533,200.8387587406554,1944.7849519397141
2013,Australia,822.5681037382103,206.02162990598373,866.9485918749451,229.1759121159245,2124.7142376350635
2014,Australia,583.6560426441306,1395.8123013365887,888.7881904221341,206.12894085330245,3074.385475256156
2015,Australia,763.7511232987736,787.8833231567493,681.8281989979694,253.59778225971203,2487.060427713204
2016,Australia,226.7713183418199,429.30308245809033,1147.2252136571155,238.51645227704657,2041.8160667340721
2017,Australia,923.3613109612901,671.112068851623,1287.000195472674,334.5189295637887,3215.992504849376
2018,Australia,111.78501092950027,1062.5985836217237,602.6611436785774,482.48164286125484,2259.5263810910565
2019,Australia,233.79645497780166,739.0113608451309,445.0944357336946,498.5934133306763,1916.4956648873035
2020,Australia,551.9755092981184,974.0005225160569,414.0300115603267,387.48221167963,2327.488255054132
2021,Australia,288.91503378602715,1367.470576272928,648.7373888194122,135.80947429864995,2440.932473177017
2022,Australia,132.8947010632854,813.687028642999,1260.229926546448,79.56888774275856,2286.3805439954913
2023,Australia,797.9748550255096,789.2754851724359,1191.4634578568862,248.34323612220265,3027.057034177034
2000,Japan,460.6867547877934,927.5324307006832,563.9084180822113,131.86765872287202,2083.99526229356
2001,Japan,875.6070589121656,1429.9501007737226,934.62583767558,171.8351029145992,3412.0181002760673
2002,Japan,679.5995889151142,731.3544224275253,343.15680462258626,120.26866881478566,1874.3794847800114
2003,Japan,744.3750059626577,1056.6011244831966,346.06318725592195,149.88747286982726,2296.9267905716038
2004,Japan,307.96731692926426,1073.4605666783468,333.5079141824191,96.84886189305823,1811.7846596830882
2005,Japan,819.9244768358705,432.1080606706337,1409.668383348187,157.18225147102692,2818.883172325718
2006,Japan,189.49725348341065,516.1238482992903,1527.8537841546206,435.06341064782856,2668.5382965851504
2007,Japan,847.1978781102924,716.3385885039912,1435.7447321700986,142.24293293711943,3141.524131721502
2008,Japan,363.83295723491193,1365.2365640774558,322.10326996825125,88.47883888451064,2139.6516301651295
2009,Japan,287.0976296314246,234.49186503596565,608.4402396526555,312.3687024363615,1442.3984367564071
2010,Japan,479.28209553324814,1360.4732244000672,1689.6540549553495,203.81780826404417,3733.227183152709
2011,Japan,333.4810900881632,693.6001306174469,1303.5014022751732,170.6286383702943,2501.211261351078
2012,Japan,661.7340170642207,732.2351478486125,1238.4802074483664,246.25693811089252,2878.706310472092
2013,Japan,365.0191835877259,1432.9892990508038,1598.1298500715934,113.05092909490364,3509.1892618050265
2014,Japan,881.6211783081216,833.6605577243678,1820.7387857199553,409.93486517629185,3945.9553869287365
2015,Japan,482.6921540223101,229.21010081615262,756.7515109544083,293.73539659739015,1762.3891623902614
2016,Japan,670.1303978435326,535.253991063163,536.905325923801,425.7186065596846,2168.008321390181
2017,Japan,985.9619626331969,883.3972369934916,591.854785942116,172.53829693371603,2633.7522825025208
2018,Japan,116.55160889272005,1388.5884485286488,500.1768409132399,309.43241398141413,2314.749312316023
2019,Japan,346.6496986184854,920.4314032705314,1407.4146601981693,423.38381166824075,3097.879573755427
2020,Japan,285.7791445845429,214.2945772560246,532.7055711169724,455.00838883164727,1487.787681789187
2021,Japan,886.5010698062637,976.6370328214008,1320.8786627372108,349.26650354581494,3533.28326891069
2022,Japan,257.83415076110464,1388.7355297024478,1011.9098923165243,222.41233771227385,2880.8919104923502
2023,Japan,567.0259347545538,261.0557568075716,582.6817268853349,382.1151273918667,1792.878545839327
